"date","documenttype","documentno","narration","journalno","whtax","VendorID"
"1/31/2020 12:00:00 AM","23","970                 ","January 2020 water bill","Jv16156             ","False","cr371               "
"1/31/2020 12:00:00 AM","23","971                 ","January 2020 Electricity bill","Jv16299             ","False","cr372               "
"1/31/2020 12:00:00 AM","23","972                 ","January 2020 NHIF payable","Jv16300             ","False","cr515               "
"1/31/2020 12:00:00 AM","23","973                 ","January 2020 NSSF payable","Jv16301             ","False","cr514               "
"1/31/2020 12:00:00 AM","23","974                 ","January 2020 Mombasa rent","Jv16302             ","False","cr582               "
"1/31/2020 12:00:00 AM","23","975                 ","January 2020 PAYE Payable","Jv16303             ","False","cr513               "
"1/31/2020 12:00:00 AM","23","976                 ","January 2020 Consultancy ","Jv16304             ","False","cr369               "
"2/18/2020 12:00:00 AM","23","977                 ","Fire extinguishers service fire foam supplied","Jv16324             ","False","cr512               "
"2/7/2020 12:00:00 AM","23","978                 ","Equity case hearing on 31/1/2020 legal charges","Jv16325             ","False","cr190620            "
"1/14/2020 12:00:00 AM","23","979                 ","December 2019 Sanitation ","Jv16380             ","False","cr380               "
"2/15/2020 12:00:00 AM","23","980                 ","January 2020 Sanitary services","Jv16383             ","False","cr380               "
"2/24/2020 12:00:00 AM","23","981                 ","February 2020 security expenses","Jv16503             ","False","cr140615            "
"2/29/2020 12:00:00 AM","23","982                 ","February 2020 Motor vehicle fuel","Jv16514             ","False","cr473               "
"2/21/2020 12:00:00 AM","23","983                 ","2020 effluentdischarges liscence","Jv16664             ","False","cr371               "
"2/21/2020 12:00:00 AM","23","984                 ","Transport charges to China Henan Kisii inv1020","Jv16667             ","False","cr571               "
"2/25/2020 12:00:00 AM","23","985                 ","Transport charges to China Henan Kisii inv1023","Jv16668             ","False","cr571               "
"2/29/2020 12:00:00 AM","23","986                 ","February 2020 water bill","Jv16669             ","False","cr371               "
"2/29/2020 12:00:00 AM","23","987                 ","February 2020 NHIF payable","Jv16676             ","False","cr515               "
"2/29/2020 12:00:00 AM","23","988                 ","February 2020 NSSF payable","Jv16677             ","False","cr514               "
"2/29/2020 12:00:00 AM","23","989                 ","February 2020 PAYE payable","Jv16678             ","False","cr513               "
"2/29/2020 12:00:00 AM","23","990                 ","February 2020 Mombasa rent","Jv16679             ","False","cr582               "
"2/29/2020 12:00:00 AM","23","991                 ","February 2020 Accountancy bill","Jv16680             ","False","cr369               "
"3/12/2020 12:00:00 AM","23","992                 ","Purple Royal Auctioneers fees","Jv16681             ","False","cr190620            "
"11/27/2019 12:00:00 AM","23","993                 ","Equity vs QBPL case legal fee","Jv16690             ","False","cr190620            "
"2/29/2020 12:00:00 AM","23","995                 ","February 2020 Electricity bill","Jv16716             ","False","cr372               "
"2/29/2020 12:00:00 AM","23","997                 ","February 2020 VAT payable","Jv16778             ","False","cr368               "
"3/23/2020 12:00:00 AM","23","998                 ","March 2020 security expenses","Jv16906             ","False","cr140615            "
"3/31/2020 12:00:00 AM","23","999                 ","March 2020 Motor Vehicle fuel","Jv17042             ","False","cr473               "
"3/31/2020 12:00:00 AM","23","1000                ","March 2020 Electricity bill","Jv17045             ","False","cr372               "
"3/31/2020 12:00:00 AM","23","1001                ","March 2020 VAT payable","Jv17046             ","False","cr368               "
"3/31/2020 12:00:00 AM","23","1002                ","March 2020 Consultancy","Jv17047             ","False","cr369               "
"3/31/2020 12:00:00 AM","23","1003                ","March 2020 NSSF payable","Jv17048             ","False","cr514               "
"3/31/2020 12:00:00 AM","23","1004                ","March 2020 NHIF payable","Jv17049             ","False","cr515               "
"3/31/2020 12:00:00 AM","23","1005                ","March 2020 PAYE payable ","Jv17050             ","False","cr513               "
"3/31/2020 12:00:00 AM","23","1006                ","March 2020 water bill","Jv17077             ","False","cr371               "
"4/22/2020 12:00:00 AM","23","1007                ","April 2019 security expenses","Jv17124             ","False","cr140615            "
"4/9/2020 12:00:00 AM","23","1008                ","Tranposrt charges to Kisii","Jv17181             ","False","cr571               "
"4/30/2020 12:00:00 AM","23","1009                ","Purchae of 3000Ltrs of diesel for MC-30 production","Jv17359             ","False","cr190615            "
"1/12/2019 12:00:00 AM","23","1010                ","Purchae of 60Ltrs of diesel for heating K1-70production","Jv17447             ","False","cr447               "
"4/24/2020 12:00:00 AM","23","1011                ","transport charges to Kisii China Henan inv1065","Jv17448             ","False","cr571               "
"4/25/2020 12:00:00 AM","23","1014                ","Tranport charges of Bitumen from Mena Energy Mombasa","Jv17449             ","False","cr571               "
"1/23/2019 12:00:00 AM","23","1012                ","Purchae of 80Ltrs of diesel for heating K1-60production","Jv17450             ","False","cr447               "
"4/30/2020 12:00:00 AM","23","1015                ","April 2020 NSSF payable","Jv17451             ","False","cr514               "
"4/30/2020 12:00:00 AM","23","1016                ","April 2020 NSSF payable ","Jv17452             ","False","cr515               "
"4/30/2020 12:00:00 AM","23","1017                ","April 2020 PAYE payable","Jv17453             ","False","cr513               "
"4/30/2020 12:00:00 AM","23","1019                ","April 2020 Mombasa rent","Jv17454             ","False","cr582               "
"4/30/2020 12:00:00 AM","23","1020                ","April 2020 consultancy","Jv17455             ","False","cr369               "
"4/24/2019 12:00:00 AM","23","1018                ","Purchae of 60Ltrs of diesel for heating K1-70production","Jv17456             ","False","cr447               "
"4/30/2020 12:00:00 AM","23","1021                ","April 2020 Electricity bill","Jv17457             ","False","cr372               "
"4/3/2019 12:00:00 AM","23","1022                ","Purchase of 60Ltrs of diesel for heating bitumen","Jv17462             ","False","cr447               "
"5/5/2019 12:00:00 AM","23","1023                ","Purchase of 400Ltrs of diesel for heating bitumen","Jv17468             ","False","cr447               "
"7/8/2019 12:00:00 AM","23","1024                ","Purchase of 400Ltrs of diesel for heating bitumen","Jv17473             ","False","cr447               "
"5/4/2020 12:00:00 AM","23","1025                ","Medical insurance 2020","Jv17479             ","False","cr538               "
"4/30/2020 12:00:00 AM","23","1026                ","April 2020 VAT payable","Jv17496             ","False","cr368               "
"4/30/2020 12:00:00 AM","23","1027                ","April 2020 water bill","Jv17499             ","False","cr371               "
"2/25/2020 12:00:00 AM","23","1028                ","Feb 2020 Pest control","Jv17502             ","False","cr380               "
"3/12/2020 12:00:00 AM","23","1029                ","March 2020 sanitary services","Jv17503             ","False","cr380               "
"4/15/2020 12:00:00 AM","23","1030                ","April 2020 sanitary ","Jv17504             ","False","cr380               "
"4/30/2020 12:00:00 AM","23","1031                ","April 2020 pest control","Jv17505             ","False","cr380               "
"5/25/2020 12:00:00 AM","23","1032                ","May 2020 Security","Jv17656             ","False","cr140615            "
"5/31/2020 12:00:00 AM","23","1033                ","May 2020 Electricity bill","Jv17659             ","False","cr372               "
"5/31/2020 12:00:00 AM","23","1034                ","May 2020 Water bill","Jv17661             ","False","cr371               "
"5/31/2020 12:00:00 AM","23","1035                ","May 2020 Mombasa rent","Jv17662             ","False","cr582               "
"5/31/2020 12:00:00 AM","23","1036                ","May 2020 Consultancy","Jv17664             ","False","cr369               "
"5/31/2020 12:00:00 AM","23","1037                ","May2020 NHIF payable","Jv17665             ","False","cr515               "
"5/31/2020 12:00:00 AM","23","1038                ","May 2020 NSSF Payable","Jv17666             ","False","cr514               "
"5/31/2020 12:00:00 AM","23","1039                ","May 2020 PAYE payable","Jv17667             ","False","cr513               "
"4/30/2020 12:00:00 AM","23","1040                ","May 2020 Motor Vehicle fuel","Jv17668             ","False","cr473               "
"5/31/2020 12:00:00 AM","23","1041                ","May 2020 Motor Vehicle fuel","Jv17669             ","False","cr473               "
"5/31/2020 12:00:00 AM","23","1042                ","May 2020 VAT payable ","Jv17741             ","False","cr368               "
"7/6/2020 12:00:00 AM","23","1043                ","Purchase of 4000ltrs of diesel &amp; 1000ltrs of kerosene for production","Jv18085             ","False","cr40612             "
"6/30/2020 12:00:00 AM","23","1044                ","June 2020 motor veh. fuel","Jv18098             ","False","cr473               "
"7/8/2020 12:00:00 AM","23","1045                ","Purchae of 5000Ltrs of kerosene for production","Jv18113             ","False","cr40612             "
"6/30/2020 12:00:00 AM","23","1046                ","","Jv18250             ","False","cr371               "
"6/30/2020 12:00:00 AM","23","1047                ","June 2020 Electricty bill","Jv18251             ","False","cr372               "
"7/7/2020 12:00:00 AM","23","1048                ","30une 2020 Equity VS Qbpl hearing","Jv18252             ","False","cr190620            "
"4/24/2020 12:00:00 AM","23","1050                ","KBR072S insurance 2020","Jv18259             ","False","cr190619            "
"3/14/2020 12:00:00 AM","23","1051                ","KBD284U 2020 insurance","Jv18260             ","False","cr190619            "
"4/15/2020 12:00:00 AM","23","1052                ","KCG729A insurance 2020","Jv18261             ","False","cr190619            "
"5/21/2020 12:00:00 AM","23","1053                ","KBP036E Insurance 2020","Jv18266             ","False","cr190619            "
"6/23/2020 12:00:00 AM","23","1054                ","June 2020 Security ","Jv18347             ","False","cr140615            "
"6/30/2020 12:00:00 AM","23","1055                ","June 2020 VAT payable","Jv18430             ","False","cr368               "
"5/12/2020 12:00:00 AM","23","1056                ","May 2020 sanitation services","Jv18436             ","False","cr380               "
"6/10/2020 12:00:00 AM","23","1057                ","June 2020 sanitation services","Jv18437             ","False","cr380               "
"6/29/2020 12:00:00 AM","23","1058                ","June 2020 pest control &amp; fermigation services","Jv18438             ","False","cr380               "
"6/23/2020 12:00:00 AM","23","1059                ","Petty cash vouchers","Jv18562             ","False","cr50612             "
"7/22/2020 12:00:00 AM","23","1060                ","Inspection and Refill","Jv18592             ","False","cr512               "
"7/30/2020 12:00:00 AM","23","1061                ","Purchase of 5000Ltrs of diesel for heating bitumen","Jv18625             ","False","cr40612             "
"7/31/2020 12:00:00 AM","23","1068                ","July 2020 waterbill","Jv18849             ","False","cr371               "
"7/31/2020 12:00:00 AM","23","1069                ","July 2020 Electricity bill","Jv18851             ","False","cr372               "
"7/31/2020 12:00:00 AM","23","1070                ","July 2020 Consultancy","Jv18854             ","False","cr369               "
"7/31/2020 12:00:00 AM","23","1071                ","July 2020 PAYE payable","Jv18855             ","False","cr513               "
"7/31/2020 12:00:00 AM","23","1072                ","July 2020 NSSF payable","Jv18856             ","False","cr514               "
"7/31/2020 12:00:00 AM","23","1073                ","July 2020 NHIF payable","Jv18857             ","False","cr515               "
"8/13/2020 12:00:00 AM","23","1074                ","Purchase of 5000Ltrs of diesel for heating bitumen","Jv18897             ","False","cr40612             "
"8/7/2020 12:00:00 AM","23","1075                ","Business cards, GRN books A6 Stickers &amp; A4 stickers","Jv18970             ","False","cr190637            "
"8/4/2020 12:00:00 AM","23","1076                ","Colas E.A Ltd sales Service","Jv19059             ","False","cr190634            "
"7/31/2020 12:00:00 AM","23","1077                ","July2020 VAT payable","Jv19108             ","False","cr368               "
"8/15/2020 12:00:00 AM","23","1078                ","Transport of Product to China Henan Kisii","Jv19137             ","False","cr571               "
"8/19/2020 12:00:00 AM","23","1079                ","Transport of Product to China Henan Kisii and Nyahururu","Jv19138             ","False","cr571               "
"7/21/2020 12:00:00 AM","23","1080                ","July 2020 security expenses","Jv19231             ","False","cr140615            "
"8/4/2020 12:00:00 AM","23","1081                ","2pcs of dust coats for Nancy","Jv19242             ","False","cr562               "
"8/6/2020 12:00:00 AM","23","1082                ","Purchase of 8pcs of empty metallic drums","Jv19314             ","False","cr190621            "
"8/11/2020 12:00:00 AM","23","1083                ","Colbit 275drums and Remerge 10drums marketing","Jv19327             ","False","cr190634            "
"7/31/2020 12:00:00 AM","23","1084                ","July 2020 Moror Veh fuel","Jv19337             ","False","cr473               "
"8/24/2020 12:00:00 AM","23","1087                ","KBX insurance-Faith","Jv19344             ","False","cr190619            "
"8/12/2020 12:00:00 AM","23","1089                ","Detailed offoce cleaning","Jv19347             ","False","cr190640            "
"8/27/2020 12:00:00 AM","23","1090                ","Tiles and floor cleaning","Jv19348             ","False",""
"8/10/2020 12:00:00 AM","23","1091                ","400pcs of self adhesive stickers","Jv19368             ","False","cr190637            "
"8/31/2020 12:00:00 AM","23","1092                ","August 2020 motor vehicle fuel","Jv19468             ","False","cr473               "
"8/31/2020 12:00:00 AM","23","1093                ","August 2020 Electricity bill","Jv19469             ","False","cr372               "
"8/31/2020 12:00:00 AM","23","1094                ","August 2020 water bill","Jv19470             ","False","cr371               "
"9/3/2020 12:00:00 AM","23","1096                ","A6 Sickers,Pettycash books and A4stickers","Jv19513             ","False","cr190637            "
"8/17/2020 12:00:00 AM","23","1097                ","6pcs of overlls &amp; 1pc of dust coat","Jv19525             ","False","cr562               "
"8/19/2020 12:00:00 AM","23","1098                ","Vehicle stickers for Road show","Jv19543             ","False","cr190637            "
"8/25/2020 12:00:00 AM","23","1100                ","August 2020 Security","Jv19784             ","False","cr140615            "
"9/17/2020 12:00:00 AM","23","1101                ","Pump repair materials","Jv19920             ","False","cr190641            "
"8/31/2020 12:00:00 AM","23","1102                ","August 2020 VAT payable","Jv19926             ","False","cr368               "
"9/17/2020 12:00:00 AM","23","1103                ","200pcs of stickers for 20lrs,4ltrs and sample tins","Jv19936             ","False","cr190642            "
"9/19/2020 12:00:00 AM","23","1104                ","200pcs of stickers for 20lrs and 4ltrs ","Jv19937             ","False","cr190642            "
"9/22/2020 12:00:00 AM","23","1105                ","400pcs of 20kg and 4ltrs stickers","Jv19938             ","False","cr190642            "
"9/25/2020 12:00:00 AM","23","1106                ","transport charges to Kisii China Henan Invoices 1257 &amp; 1253","Jv20202             ","False","cr571               "
"9/30/2020 12:00:00 AM","23","1107                ","September 2020 Motor Veh fuel","Jv20432             ","False","cr473               "
"9/30/2020 12:00:00 AM","23","1108                ","September 2020 water bill ","Jv20435             ","False","cr371               "
"9/30/2020 12:00:00 AM","23","1109                ","September 2020 electricity bill","Jv20436             ","False","cr372               "
"9/30/2020 12:00:00 AM","23","1110                ","September 2020 NSSF payable","Jv20447             ","False",""
"9/30/2020 12:00:00 AM","23","1111                ","September 2020 PAYE payable","Jv20450             ","False","cr513               "
"9/30/2020 12:00:00 AM","23","1112                ","Pc01037","Jv20451             ","False","cr582               "
"9/30/2020 12:00:00 AM","23","1113                ","September 2020 consultancy","Jv20452             ","False","cr369               "
"7/27/2020 12:00:00 AM","23","1114                ","Offices Tile cleaning","Jv20453             ","False","cr190640            "
"9/23/2020 12:00:00 AM","23","1115                ","September 2020 Security","Jv20551             ","False","cr140615            "
"9/9/2020 12:00:00 AM","23","1116                ","September 2020 Sanitary services","Jv20552             ","False","cr380               "
"8/11/2020 12:00:00 AM","23","1117                ","August 2020 Sanitary services","Jv20553             ","False","cr380               "
"8/31/2020 12:00:00 AM","23","1118                ","August 2020 pest control","Jv20554             ","False","cr380               "
"9/30/2020 12:00:00 AM","23","1120                ","September 2020 VAT payable","Jv20754             ","False","cr368               "
"10/22/2020 12:00:00 AM","23","1121                ","Janaco case legal fee","Jv20755             ","False","cr190620            "
"4/27/2020 12:00:00 AM","23","1122                ","KBC &amp; KBR insurance deposit","Jv20765             ","False","cr190619            "
"6/30/2020 12:00:00 AM","23","1123                ","June 2020  consultancy","Jv20967             ","False","cr369               "
"8/31/2020 12:00:00 AM","23","1124                ","August 2020 Consultancy","Jv20968             ","False","cr369               "
"10/31/2020 12:00:00 AM","23","1125                ","October 2020 Consulatancy","Jv20969             ","False","cr369               "
"10/16/2020 12:00:00 AM","23","1126                ","450pcs of stickers 20KGs &amp; 4ltrs","Jv21220             ","False","cr190642            "
"10/16/2020 12:00:00 AM","23","1127                ","1Pc batch stamp","Jv21221             ","False","cr190642            "
"10/8/2020 12:00:00 AM","23","1128                ","Stickers for tins and boxes 700pcs","Jv21222             ","False","cr190642            "
"10/12/2020 12:00:00 AM","23","                    ","Logo on box charges and boxes 200pcs","Jv21223             ","False","cr190642            "
"10/28/2020 12:00:00 AM","23","1129                ","20kgs stickers 300pcs","Jv21224             ","False","cr190642            "
"10/9/2020 12:00:00 AM","23","1130                ","Amaron battery for Generator","Jv21226             ","False","cr190645            "
"10/10/2020 12:00:00 AM","23","                    ","N95 Masks, heavy duty, overall Study table &amp; reflector masks","Jv21231             ","False","cr190646            "
"10/17/2020 12:00:00 AM","23","1131                ","October 2020 Security","Jv21234             ","False","cr140615            "
"11/4/2020 12:00:00 AM","23","1132                ","safery gloves,goggles,mask, sanitizer,Storage unit","Jv21249             ","False","cr190646            "
"11/5/2020 12:00:00 AM","23","1133                ","Rain coats and overalls","Jv21252             ","False","cr562               "
"11/9/2020 12:00:00 AM","23","                    ","Generator maitenance","Jv21256             ","False","cr190647            "
"10/31/2020 12:00:00 AM","23","1134                ","October 2020 water bill","Jv21262             ","False","cr371               "
"10/9/2020 12:00:00 AM","23","1135                ","Hiring of 1 pc 5tonnes fork-lift machine and mobilizationfee ","Jv21266             ","False","cr190643            "
"10/31/2020 12:00:00 AM","23","1136                ","October 2020 Electricity bill","Jv21279             ","False","cr372               "
"10/31/2020 12:00:00 AM","23","1138                ","October 2020 PAYE payable","Jv21280             ","False",""
"10/31/2020 12:00:00 AM","23","1139                ","October 2020 NHIF payable","Jv21281             ","False","cr515               "
"10/31/2020 12:00:00 AM","23","1140                ","October 2020 NSSF payable","Jv21282             ","False","cr514               "
"10/31/2020 12:00:00 AM","23","1141                ","October 2020 Mombasa rent","Jv21283             ","False","cr582               "
"9/19/2020 12:00:00 AM","23","1142                ","Understatement of plastic drums 10pcs","Jv21306             ","False","cr476               "
"11/13/2020 12:00:00 AM","23","1143                ","24pcs of Gauge22 Iron sheets for Industrial bay door","Jv21325             ","False","cr190646            "
"11/13/2020 12:00:00 AM","23","1144                ","Satff safety masks","Jv21326             ","False","cr190646            "
"11/13/2020 12:00:00 AM","23","1145                ","20pairs of PVC industrial gloves","Jv21490             ","False","cr190642            "
"11/13/2020 12:00:00 AM","23","1146                ","200pcs of stickers for Bitushield no.3 &amp; 7 4kg &amp; 20Kg","Jv21491             ","False","cr190642            "
"11/18/2020 12:00:00 AM","23","1148                ","300pcs of stickers for Bitushield no.7 4kgs &amp; 20kgs","Jv21492             ","False","cr190642            "
"11/18/2020 12:00:00 AM","23","1149                ","October 2020 Security","Jv21522             ","False","cr140615            "
"12/1/2020 12:00:00 AM","23","1150                ","200Pcs of Bitushiedno3&amp; PF4 Stickers","Jv21838             ","False","cr190642            "
"12/9/2020 12:00:00 AM","23","1151                ","10pcs @ of Loading, Delivery &amp; pettycash books","Jv21839             ","False","cr190642            "
"11/23/2020 12:00:00 AM","23","1152                ","Motor repair-Gp86-100 GZE SN:2016 42378","Jv21844             ","False","cr190641            "
"11/23/2020 12:00:00 AM","23","1153                ","Repair of Rapid pump SN:75 833 09115","Jv21845             ","False","cr190641            "
"10/31/2020 12:00:00 AM","23","1154                ","October 2020 Moror Veh Fuel","Jv21852             ","False","cr473               "
"11/30/2020 12:00:00 AM","23","1155                ","November 2020 motor veh. fuel","Jv21861             ","False","cr473               "
"12/1/2020 12:00:00 AM","23","1156                ","QBPL vs Equity bank case hearing legal fees","Jv21864             ","False","cr190620            "
"6/18/2020 12:00:00 AM","23","1157                ","QBPL audit fee for the year 2019","Jv21867             ","False","cr369               "
"10/29/2020 12:00:00 AM","23","1159                ","WIBA for the year 2020/2021 QBPL","Jv21871             ","False","cr190619            "
"12/2/2020 12:00:00 AM","23","1160                ","50kgs of Aluminum paste","Jv21885             ","False","cr437               "
"11/23/2020 12:00:00 AM","23","1162                ","100pcs of stickers of Bitishied no3 20kgs","Jv21893             ","False","cr190642            "
"12/14/2020 12:00:00 AM","23","1163                ","Fluke thermol Imager","Jv21945             ","False","cr190646            "
"11/30/2020 12:00:00 AM","23","1165                ","November 2020 Electricity bill","Jv21948             ","False","cr372               "
"11/30/2020 12:00:00 AM","23","1166                ","November 2020 VAT payable","Jv21951             ","False","cr368               "
"11/30/2020 12:00:00 AM","23","1167                ","November Water bill","Jv21952             ","False","cr371               "
"11/21/2020 12:00:00 AM","23","1168                ","engraved thermos 5pcs","Jv21955             ","False","cr562               "
"12/17/2020 12:00:00 AM","23","1170                ","200pcs of Bitushied no. 7 20kgs","Jv22106             ","False","cr190642            "
"12/11/2020 12:00:00 AM","23","1172                ","December 2020 Sanitary srvices","Jv22124             ","False","cr380               "
"12/31/2020 12:00:00 AM","23","1173                ","","Jv22132             ","False","cr372               "
"12/31/2020 12:00:00 AM","23","1174                ","December 2020 motorvehicle fuel bill","Jv22137             ","False","cr473               "
"12/31/2020 12:00:00 AM","23","1175                ","December 2020 cosumed water bill","Jv22138             ","False","cr371               "
"1/11/2021 12:00:00 AM","23","1176                ","10 new refillable water bottles","Jv22214             ","False","cr190656            "
"1/20/2021 12:00:00 AM","23","1177                ","Supply and delivery of Bitushield no.5 (4kg- 150pcs) (20kg-100pcs)","Jv22347             ","False","cr190642            "
"1/21/2021 12:00:00 AM","23","1178                ","Invoice for supply of 200pcs of 4*4 printed carton boxes","Jv22358             ","False","cr190642            "
"1/9/2021 12:00:00 AM","23","1179                ","30 pcs of Industrial gloves.","Jv22359             ","False","cr190642            "
"1/22/2021 12:00:00 AM","23","1180                ","Rebilling of electricity .","Jv22367             ","False","cr372               "
"1/27/2021 12:00:00 AM","23","1182                ","Payment for security services for January 2021","Jv22459             ","False","cr140615            "
"10/30/2020 12:00:00 AM","23","1183                ","October 2020 VAT payable","Jv22527             ","False","cr368               "
"11/10/2020 12:00:00 AM","23","1184                ","November 2020 sanitation srvices","Jv22634             ","False","cr380               "
"12/21/2020 12:00:00 AM","23","1186                ","December 2020 pest control services","Jv22635             ","False","cr380               "
"1/22/2021 12:00:00 AM","23","1188                "," 200 pcs Bitushield no. 7 20kgs sticker","Jv22661             ","False","cr190642            "
"2/2/2021 12:00:00 AM","23","1189                ","100 pcs Bitushield No. 5 4kg stickers","Jv22662             ","False","cr190642            "
"1/21/2021 12:00:00 AM","23","1192                ","Purchase of 20Kg of waste rags for lab usage","Jv22860             ","False","cr190657            "
"12/11/2020 12:00:00 AM","23","1194                ","Purchase of White spirit &amp; turpentine ","Jv22950             ","False","cr190627            "
"2/8/2021 12:00:00 AM","23","1195                ","200pcs of Bitushield No.7 GRN1704","Jv23097             ","False","cr190642            "
"2/9/2021 12:00:00 AM","23","1196                ","6pcs of drinking water refill 20ltrs","Jv23098             ","False","cr190656            "
"2/17/2021 12:00:00 AM","23","1197                ","34kgs of rags","Jv23122             ","False","cr190657            "
"2/17/2021 12:00:00 AM","23","                    ","200pcs of bitushield no.3 20kg &amp; 10pcs of pettycash","Jv23123             ","False","cr190642            "
"2/16/2021 12:00:00 AM","23","1198                ","100pcs of Bitushield no.7 4kg stickers","Jv23124             ","False","cr190642            "
"1/31/2021 12:00:00 AM","23","1199                ","January 2021 water bill","Jv23128             ","False","cr371               "
"2/16/2021 12:00:00 AM","23","1201                ","Mr Maina laptop repair and adapter","Jv23135             ","False","cr190658            "
"12/10/2020 12:00:00 AM","23","1202                ","Bill adjustment for the year 2020","Jv23138             ","False",""
"1/31/2021 12:00:00 AM","23","1203                ","January 2021 Electricity bill","Jv23141             ","False","cr372               "
"1/27/2021 12:00:00 AM","23","1204                ","Iron sheet for Industrial bay construction","Jv23149             ","False","cr576               "
"1/31/2021 12:00:00 AM","23","1205                ","January 2021 Motor veh. fuel","Jv23161             ","False","cr473               "
"11/30/2020 12:00:00 AM","23","1206                ","November 2020 Consultancy","Jv23164             ","False","cr369               "
"12/31/2020 12:00:00 AM","23","1207                ","December 2020  consultancy","Jv23165             ","False","cr369               "
"1/31/2021 12:00:00 AM","23","1208                ","January 2021 Consultancy","Jv23166             ","False","cr369               "
"2/17/2021 12:00:00 AM","23","1210                ","February 2021 security","Jv23173             ","False","cr140615            "
"10/17/2017 12:00:00 AM","23","1212                ","collection of debts from various customers ie Sinoe,Machakos Sakam etc","Jv23287             ","False","cr60612             "
"2/26/2021 12:00:00 AM","23","1213                ","650pcs of stickers for buckets and tins","Jv23377             ","False","cr190642            "
"2/28/2021 12:00:00 AM","23","1214                ","February 2021 water bill","Jv23421             ","False","cr371               "
"2/28/2021 12:00:00 AM","23","1215                ","Annual effluent discharge 2021","Jv23422             ","False","cr371               "
"2/28/2021 12:00:00 AM","23","1216                ","February 2021 Electricity bill","Jv23423             ","False","cr372               "
"3/5/2021 12:00:00 AM","23","1217                ","200pcs of stickers 20kg","Jv23433             ","False","cr190642            "
"12/31/2020 12:00:00 AM","23","1218                ","December 2020 VAT payable","Jv23456             ","False","cr368               "
"1/31/2021 12:00:00 AM","23","1219                ","January 2021 VAT Payable","Jv23457             ","False","cr368               "
"2/28/2021 12:00:00 AM","23","1220                ","February 2021 Motor vehicle fuel","Jv23467             ","False","cr473               "
"3/12/2021 12:00:00 AM","23","1221                ","600pcs of stickers","Jv23538             ","False","cr190642            "
"2/5/2021 12:00:00 AM","23","1222                ","transport of kerosene in 2016 from Mars oil 5trips @32k","Jv23549             ","False","cr40601             "
"5/15/2020 12:00:00 AM","23","1223                ","transport charges to Kisii China Henan inv1073","Jv23550             ","False","cr571               "
"6/27/2020 12:00:00 AM","23","1224                ","Transport charges to China Henan Kisii inv1095","Jv23551             ","False","cr571               "
"6/29/2020 12:00:00 AM","23","1225                ","Transport charges to China Henan Kisii inv11096","Jv23552             ","False","cr571               "
"7/17/2020 12:00:00 AM","23","1226                ","Tranposrt charges to Kisii","Jv23553             ","False","cr571               "
"7/23/2020 12:00:00 AM","23","1227                ","Transport charges to China Henan Kisii inv1149","Jv23554             ","False","cr571               "
"7/29/2020 12:00:00 AM","23","1228                ","Transport charges to China Henan Kisii inv1155","Jv23555             ","False","cr571               "
"2/13/2021 12:00:00 AM","23","1229                ","Transport charges to Kangio","Jv23556             ","False","cr571               "
"3/13/2021 12:00:00 AM","23","1230                ","100pcs of Bit undercar body sealer","Jv23694             ","False","cr190642            "
"3/19/2021 12:00:00 AM","23","1231                ","400pcs Bitushield stickers","Jv23695             ","False","cr190642            "
"2/28/2021 12:00:00 AM","23","1232                ","February 2021 VAT payable ","Jv23715             ","False","cr368               "
"3/18/2021 12:00:00 AM","23","1233                ","March 2021 security services","Jv23717             ","False","cr140615            "
"3/25/2021 12:00:00 AM","23","1234                ","32kgs of rags ","Jv23760             ","False","cr190657            "
"12/7/2020 12:00:00 AM","23","1235                ","December 2020 Security","Jv23774             ","False","cr140615            "
"3/31/2021 12:00:00 AM","23","1236                ","March 2021 Motor Vehicle fuel","Jv23857             ","False","cr473               "
"3/25/2021 12:00:00 AM","23","1237                ","Mill starter 40HP and accompaniments ","Jv24065             ","False","cr190664            "
"4/9/2021 12:00:00 AM","23","1239                ","KBD 284U  insurance","Jv24069             ","False","cr190619            "
"3/31/2021 12:00:00 AM","23","1240                ","March 2021 Electricity bill","Jv24076             ","False","cr372               "
"4/21/2021 12:00:00 AM","23","                    ","Covid prevention items or Mr Maina","Jv24088             ","False","cr190646            "
"3/31/2021 12:00:00 AM","23","1241                ","March 2021 VAT payable","Jv24091             ","False","cr368               "
"1/14/2021 12:00:00 AM","23","1242                ","","Jv24094             ","False","cr380               "
"2/9/2021 12:00:00 AM","23","1243                ","February 2021 Sanitary services","Jv24095             ","False","cr380               "
"2/17/2021 12:00:00 AM","23","1244                ","February 2021 pest control","Jv24096             ","False","cr380               "
"4/20/2021 12:00:00 AM","23","1246                ","April 2020 Security ","Jv24131             ","False","cr140615            "
"3/27/2021 12:00:00 AM","23","1248                ","200pcs of No.5 stickers 4kg","Jv24144             ","False","cr190642            "
"3/31/2021 12:00:00 AM","23","1249                ","200Pcs of cartons 4x4","Jv24145             ","False","cr190642            "
"3/30/2021 12:00:00 AM","23","                    ","March 2021 Fire extinguishers service fire foam supplied","Jv24146             ","False","cr512               "
"4/3/2021 12:00:00 AM","23","1250                ","400PCS OF STICKERS nO,3,7 &amp; PF4","Jv24149             ","False","cr190642            "
"4/19/2021 12:00:00 AM","23","1251                ","650pcs of stickers for buckets and tins","Jv24150             ","False","cr190642            "
